read_code	icd10_code
Ayu0.	A00-A09
Ayu00	A009
Ayu01	A014
Ayu02	A028
Ayu03	A029
Ayu04	A038
Ayu05	A039
Ayu06	A048
Ayu07	A049
Ayu08	A058
Ayu09	A059
Ayu0A	A068
Ayu0B	A069
Ayu0C	A078
Ayu0D	A079
Ayu0E	A083
Ayu0F	A084
Ayu0G	A085
Ayu0H	A090
Ayu1.	A15-A19
Ayu10	A158
Ayu11	A159
Ayu12	A168
Ayu13	A169
Ayu14	A178D
Ayu15	A179D
Ayu16	A188
Ayu17	A192
Ayu18	A198
Ayu19	A199
Ayu2.	A20-A28
Ayu20	A208
Ayu21	A209
Ayu22	A218
Ayu23	A219
Ayu24	A228
Ayu25	A229
Ayu26	A238
Ayu27	A239
Ayu28	A243
Ayu29	A244
Ayu2A	A259
Ayu2B	A268
Ayu2C	A269
Ayu2D	A278
Ayu2E	A279
Ayu2F	A288
Ayu2G	A289
Ayu3.	A30-A49
Ayu30	A308
Ayu31	A309
Ayu32	A318
Ayu33	A319
Ayu34	A328
Ayu35	A329
Ayu36	A35X
Ayu37	A368
Ayu38	A369
Ayu39	A378
Ayu3A	A379
Ayu3B	A394
Ayu3C	A398
Ayu3D	A399
Ayu3E	A408
Ayu3F	A409
Ayu3G	A415
Ayu3H	A418
Ayu3J	A419
Ayu3K	A428
Ayu3L	A429
Ayu3M	A438
Ayu3N	A439
Ayu3P	A448
Ayu3Q	A449
Ayu3R	A488
Ayu3S	A490
Ayu3T	A491
Ayu3U	A492
Ayu3V	A493
Ayu3W	A498
Ayu3X	A499
Ayu4.	A50-A64X
Ayu40	A502
Ayu41	A505
Ayu42	A507
Ayu43	A509
Ayu44	A512
Ayu45	A514
Ayu46	A519
Ayu47	A523
Ayu48	A527
Ayu49	A529
Ayu4A	A539
Ayu4B	A548
Ayu4C	A549
Ayu4D	A568
Ayu4E	A598
Ayu4F	A599
Ayu4G	A609
Ayu4H	A638
Ayu4J	A64X
Ayu4K	A562D N291A
Ayu4L	A630
Ayu4M	A630
Ayu4N	A50-A64
Ayu5.	A65-A69
Ayu50	A662
Ayu51	A667
Ayu52	A669
Ayu53	A679
Ayu54	A689
Ayu55	A691
Ayu56	A698
Ayu57	A699
Ayu6.	A70-A74
Ayu60	A719
Ayu61	A748
Ayu62	A749
Ayu7.	A75-A79
Ayu70	A759
Ayu71	A778
Ayu72	A779
Ayu73	A798
Ayu74	A799
Ayu8.	A80-A89
Ayu80	A803
Ayu81	A809
Ayu82	A818
Ayu83	A819
Ayu84	A829
Ayu85	A838
Ayu86	A839
Ayu87	A848
Ayu88	A849
Ayu89	A852
Ayu8A	A858
Ayu8B	A86X
Ayu8C	A878
Ayu8D	A879
Ayu8E	A888
Ayu8F	A89X
Ayu9.	A92-A99
Ayu90	A928
Ayu91	A929
Ayu92	A938
Ayu93	A94X
Ayu94	A959
Ayu95	A968
Ayu96	A969
Ayu97	A988
Ayu98	A99X
AyuA.	B00-B09
AyuA0	B008
AyuA1	B009
AyuA2	B018
AyuA3	B019
AyuA4	B028
AyuA5	B029
AyuA6	B058
AyuA7	B059
AyuA8	B060D
AyuA9	B068
AyuAA	B069
AyuAB	B08
AyuAC	B080
AyuAD	B088
AyuAE	B09X
AyuB.	B199
AyuB0	B178
AyuB1	B188
AyuB2	B189
AyuB3	B190
AyuB4	B199
AyuC.	B24X
AyuC0	B201
AyuC1	B203
AyuC2	B205
AyuC3	B207
AyuC4	B208
AyuC5	B209
AyuC6	B212
AyuC7	B213
AyuC8	B218
AyuC9	B219
AyuCA	B227
AyuCB	B232
AyuCC	B238
AyuCD	B24X
AyuD.	B25-B34
AyuD0	B258
AyuD1	B259
AyuD2	B268
AyuD3	B269
AyuD4	B278
AyuD5	B279
AyuD6	B308D
AyuD7	B309
AyuD8	B333
AyuD9	B338
AyuDA	B340
AyuDB	B341
AyuDC	B342
AyuDD	B343
AyuDE	B344
AyuDF	B348
AyuDG	B349
AyuE.	B49X
AyuE0	B358
AyuE1	B359
AyuE2	B368
AyuE3	B369
AyuE4	B378
AyuE5	B379
AyuE6	B388
AyuE7	B389
AyuE8	B399
AyuE9	B408
AyuEA	B409
AyuEB	B418
AyuEC	B419
AyuED	B428
AyuEF	B429
AyuEG	B438
AyuEJ	B439
AyuEK	B448
AyuEL	B449
AyuEM	B458
AyuEN	B459
AyuEP	B468
AyuEQ	B469
AyuER	B479
AyuES	B49X
AyuET	B392
AyuEU	B441D
AyuEV	B465
AyuF.	B50-B64
AyuF0	B508
AyuF1	B509
AyuF2	B518
AyuF3	B519
AyuF4	B528
AyuF5	B529
AyuF6	B538
AyuF7	B54X
AyuF8	B559
AyuF9	B569
AyuFA	B575
AyuFB	B588
AyuFC	B589
AyuFD	B608
AyuFE	B64X
AyuG.	B65-B83
AyuG0	B658
AyuG1	B659
AyuG2	B668
AyuG3	B669
AyuG4	B678D
AyuG5	B679
AyuG6	B689
AyuG7	B698
AyuG8	B699
AyuG9	B718
AyuGA	B719
AyuGB	B748
AyuGC	B749
AyuGD	B768
AyuGE	B769
AyuGF	B778
AyuGG	B779
AyuGH	B789
AyuGJ	B818
AyuGK	B820
AyuGL	B829
AyuGM	B838
AyuGN	B839
AyuH.	B85-B89
AyuH0	B852
AyuH1	B878
AyuH2	B879
AyuH3	B880
AyuH4	B882
AyuH5	B888
AyuH6	B889
AyuH7	B89X
AyuJ.	B90-B94
AyuJ0	B900
AyuJ1	B901
AyuJ2	B902
AyuJ3	B908
AyuJ4	B909
AyuJ5	B91X
AyuJ6	B92X
AyuJ7	B940
AyuJ8	B941
AyuJ9	B942
AyuJA	B948
AyuJB	B949
AyuK.	B95-B98
AyuK0	B950
AyuK1	B951
AyuK2	B952
AyuK3	B953
AyuK4	B954
AyuK5	B955
AyuK6	B956
AyuK7	B957
AyuK8	B958
AyuK9	B960
AyuKA	B961
AyuKB	B962
AyuKC	B963
AyuKD	B964
AyuKE	B965
AyuKF	B966
AyuKG	B967
AyuKH	B968
AyuKJ	B970
AyuKK	B971
AyuKL	B972
AyuKM	B973
AyuKN	B974
AyuKP	B975
AyuKQ	B976
AyuKR	B977
AyuKS	B978
AyuL.	B99X
AyuL0	B99X
Az...	A00-B99
B....	C00-D48
B0...	C00-C14
B00..	C000-C009
B000.	C000
B0000	C000
B0001	C000
B000z	C000
B001.	C001
B0010	C001
B0011	C001
B001z	C001
B002.	C003
B0020	C003
B0021	C003
B0022	C003
B0023	C003
B002z	C003
B003.	C004
B0030	C004
B0031	C004
B0032	C004
B0033	C004
B003z	C004
B004.	C005
B0040	C005
B0041	C005
B0042	C005
B0043	C005
B004z	C005
B005.	C006
B006.	C008
B007.	C009
B00y.	C009
B00z.	C002
B00z0	C002
B00z1	C002
B00zz	C002
B01..	C01X-C02
B010.	C01X
B0100	C01X
B010z	C01X
B011.	C020
B0110	C020
B0111	C020
B011z	C020
B012.	C021
B013.	C022
B0130	C022
B0131	C022
B013z	C022
B014.	C023
B015.	C028
B016.	C024
B017.	C028
B01y.	C020-C029
B01z.	C029
B02..	C07X-C08
B020.	C07X
B021.	C080
B022.	C081
B023.	C088
B02y.	C089
B02z.	C089
B03..	C030-C039
B030.	C030
B031.	C031
B03y.	C039
B03z.	C039
B04..	C040-C049
B040.	C040
B041.	C041
B042.	C048
B04y.	C049
B04z.	C049
B05..	C060-C069
B050.	C060
B051.	C061
B0510	C061
B0511	C061
B0512	C061
B0513	C061
B051z	C061
B052.	C050
B053.	C051
B054.	C052
B055.	C059
B0550	C058
B0551	C059
B055z	C059
B056.	C062
B057.	C068
B05y.	C069
B05z.	C069
B05z0	C462
B06..	C100-C109
B060.	C090-C099
B0600	C099
B0601	C099
B0602	C098
B060z	C099
B061.	C090
B062.	C091
B0620	C091
B0621	C091
B0622	C091
B0623	C091
B062z	C090
B063.	C100
B064.	C101
B0640	C101
B0641	C101
B064z	C101
B065.	C108
B066.	C102
B067.	C103
B06y.	C109
B06y0	C104
B06yz	C109
B06z.	C109
B07..	C110-C119
B070.	C110
B071.	C111
B0710	C111
B0711	C111
B071z	C111
B072.	C112
B0720	C112
B0721	C112
B072z	C112
B073.	C113
B0730	C113
B0731	C113
B0732	C113
B073z	C113
B074.	C118
B07y.	C119
B07z.	C119
B08..	C130-C139
B080.	C130
B081.	C12X
B082.	C131
B083.	C132
B084.	C138
B08y.	C139
B08z.	C139
B0z..	C140-C148
B0z0.	C140
B0z1.	C142
B0z2.	C139
B0zy.	C148
B0zz.	C148
B10..	C150-C159
B100.	C150
B101.	C151
B102.	C152
B103.	C153
B104.	C154
B105.	C155
B106.	C158
B107.	C155
B10y.	C159
B10z.	C159
B11..	C160-C169
B110.	C160
B1100	C160
B1101	C160
B110z	C160
B111.	C164
B1110	C164
B1111	C164
B111z	C164
B112.	C163
B113.	C161
B114.	C162
B115.	C165
B116.	C166
B117.	C168
B118.	C160
B119.	C162
B11y.	C169
B11y0	C168
B11y1	C168
B11yz	C169
B11z.	C169
B12..	C170-C179
B120.	C170
B121.	C171
B122.	C172
B123.	C173
B124.	C178
B12y.	C179
B12z.	C179
B13..	C180-C189
B130.	C183
B131.	C184
B132.	C186
B133.	C187
B134.	C180
B135.	C181
B136.	C182
B137.	C185
B138.	C188
B139.	C189+Z800
B13y.	C189
B13z.	C189
B14..	C19-C21
B140.	C19X
B141.	C20X
B142.	C211
B1420	C212
B143.	C210
B14y.	C218
B14z.	C218
B15..	C220-C229
B150.	C229
B1500	C229
B1501	C222
B1502	C223
B1503	C220
B150z	C229
B151.	C221
B1510	C221
B1511	C221
B1512	C221
B1513	C221
B1514	C221
B151z	C221
B152.	C229
B153.	C787
B15z.	C220-C229
B16..	C23X-C24
B160.	C23X
B161.	C240
B1610	C240
B1611	C240
B1612	C240
B1613	C241
B161z	C240
B162.	C241
B163.	C248
B16y.	C249
B16z.	C249
B17..	C250-C259
B170.	C250
B171.	C251
B172.	C252
B173.	C253
B174.	C254
B175.	C258
B176.	C254
B17y.	C257
B17y0	C259
B17yz	C257
B17z.	C259
B18..	C480-C488
B180.	C480
B1800	C480
B1801	C480
B1802	C480
B180z	C480
B181.	C451
B182.	C488
B18y.	C481
B18y0	C481
B18y1	C481
B18y2	C481
B18y3	C481
B18y4	C481
B18y5	C481
B18y6	C481
B18y7	C481
B18yz	C481
B18z.	C480-C488
B1z..	C269
B1z0.	C260
B1z1.	C261
B1z10	C261
B1z11	C261
B1z1z	C261
B1z2.	C268
B1zy.	C269
B1zz.	C269
B2...	C30-C39
B20..	C30-C31
B200.	C300
B2000	C300
B2001	C300
B2002	C300
B2003	C300
B200z	C300
B201.	C301
B2010	C301
B2011	C301
B2012	C301
B2013	C301
B201z	C301
B202.	C310
B203.	C311
B204.	C312
B205.	C313
B206.	C318
B20y.	C30-C31
B20z.	C319
B21..	C320-C329
B210.	C320
B211.	C321
B212.	C322
B213.	C323
B2130	C323
B2131	C323
B2132	C323
B2133	C323
B213z	C323
B214.	C328
B215.	C321
B21y.	C329
B21z.	C329
B22..	C33X-C34
B220.	C33X
B2200	C33X
B2201	C33X
B220z	C33X
B221.	C340
B2210	C340
B2211	C340
B221z	C340
B222.	C341
B2220	C341
B2221	C341
B222z	C341
B223.	C342
B2230	C342
B2231	C342
B223z	C342
B224.	C343
B2240	C343
B2241	C343
B224z	C343
B225.	C348
B226.	C450-C459
B22y.	C349
B22z.	C349
B23..	C384
B230.	C384
B231.	C384
B232.	C450
B23y.	C384
B23z.	C384
B240.	C37X
B241.	C380
B2410	C380
B2411	C380
B2412	C380
B2413	C380
B2414	C452
B241z	C380
B242.	C381
B243.	C382
B24X.	C383
B24y.	C37X-C38
B24z.	C37X-C38
B25..	C388
B26..	C398
B2z..	C390-C399
B2z0.	C390
B2zy.	C399
B2zz.	C399
B30..	C40-C41
B300.	C410
B3000	C410
B3001	C410
B3002	C410
B3003	C410
B3004	C410
B3005	C410
B3006	C410
B3007	C410
B3008	C410
B3009	C410
B300A	C410
B300B	C410
B300C	C410
B300z	C410
B301.	C411
B302.	C412
B3020	C412
B3021	C412
B3022	C412
B302z	C412
B303.	C413
B3030	C413
B3031	C413
B3032	C413
B3033	C413
B3034	C418
B3035	C413
B303z	C413
B304.	C400
B3040	C400
B3041	C400
B3042	C400
B3043	C400
B3044	C400
B304z	C400
B305.	C409
B3050	C401
B3051	C401
B3052	C401
B3053	C401
B3054	C401
B3055	C401
B3056	C401
B3057	C401
B3058	C400
B3059	C400
B305A	C400
B305B	C400
B305C	C400
B305D	C400
B305z	C409
B306.	C414
B3060	C414
B3061	C414
B3062	C414
B3063	C414
B3064	C414
B3065	C414
B306z	C414
B307.	C402
B3070	C402
B3071	C402
B3072	C402
B307z	C402
B308.	C403
B3080	C403
B3081	C403
B3082	C403
B3083	C403
B3084	C403
B3085	C403
B3086	C403
B3087	C403
B3088	C402
B3089	C402
B308A	C402
B308B	C402
B308C	C402
B308D	C402
B308z	C403
B309.	C408
B30W.	C418
B30X.	C409
B30z.	C419
B30z0	C419
B310.	C490
B3100	C490
B3101	C490
B3102	C490
B3103	C490
B3104	C490
B3105	C490
B310z	C490
B311.	C491
B3110	C491
B3111	C491
B3112	C491
B3113	C491
B3114	C491
B3115	C491
B311z	C491
B312.	C492
B3120	C492
B3121	C492
B3122	C492
B3123	C492
B3124	C492
B3125	C492
B3126	C492
B312z	C492
B313.	C493
B3130	C493
B3131	C493
B3132	C493
B3133	C493
B313z	C493
B314.	C494
B3140	C494
B3141	C496
B314z	C494
B315.	C495
B3150	C495
B3151	C495
B3152	C495
B3153	C495
B315z	C495
B316.	C496
B317.	C498
B31y.	C499
B31z.	C499
B31z0	C461
B32..	C439
B320.	C430
B321.	C431
B322.	C432
B3220	C432
B3221	C432
B322z	C432
B323.	C433
B3230	C433
B3231	C433
B3232	C433
B3233	C433
B3234	C433
B3235	C433
B323z	C433
B324.	C434
B3240	C434
B3241	C434
B324z	C434
B325.	C435
B3250	C435
B3251	C435
B3252	C435
B3253	C435
B3254	C435
B3255	C435
B3256	C435
B3257	C435
B3258	C435
B325z	C435
B326.	C436
B3260	C436
B3261	C436
B3262	C436
B3263	C436
B3264	C436
B3265	C436
B326z	C436
B327.	C437
B3270	C437
B3271	C437
B3272	C437
B3273	C437
B3274	C437
B3275	C437
B3276	C437
B3277	C437
B3278	C437
B3279	C437
B327z	C437
B328.	C439
B329.	C439
B32A.	C439
B32B.	C439
B32C.	C439
B32D.	C439
B32E.	C439
B32F.	C439
B32G.	C439
B32H.	C439
B32J.	C439
B32y.	C439
B32y0	C438
B32z.	C439
B33..	C44
B330.	C440
B331.	C441
B3310	C441
B3311	C441
B3312	C441
B332.	C442
B3320	C442
B3321	C442
B3322	C442
B332z	C442
B333.	C443
B3330	C443
B3331	C443
B3332	C443
B3333	C443
B3334	C443
B3335	C443
B333z	C443
B334.	C444
B3340	C444
B3341	C444
B334z	C444
B335.	C445
B3350	C445
B3351	C445
B3352	C445
B3353	C445
B3354	C445
B3355	C445
B3356	C445
B3357	C445
B3358	C445
B3359	C445
B335A	C445
B335z	C445
B336.	C446
B3360	C446
B3361	C446
B3362	C446
B3363	C446
B3364	C446
B3365	C446
B336z	C446
B337.	C447
B3370	C447
B3371	C447
B3372	C447
B3373	C447
B3374	C447
B3375	C447
B3376	C447
B3377	C447
B3378	C447
B3379	C447
B337z	C447
B338.	C449
B339.	C449
B33A.	C499
B33X.	C448
B33y.	C449
B33z.	C449
B33z0	C460
B33z1	C449
B34..	C50
B340.	C500
B3400	C500
B3401	C500
B340z	C500
B341.	C501
B342.	C502
B343.	C503
B344.	C504
B345.	C505
B346.	C506
B347.	C508
B34y.	C509
B34y0	C508
B34yz	C509
B34z.	C509
B35..	C509
B350.	C500
B3500	C500
B3501	C500
B350z	C500
B35z.	C509
B35z0	C508
B35zz	C509
B36..	C509
B40..	C55X
B41..	C530-C539
B410.	C530
B4100	C530
B4101	C530
B410z	C530
B411.	C531
B412.	C538
B41y.	C539
B41y0	C538
B41y1	C538
B41yz	C539
B41z.	C539
B42..	C58X
B420.	C58X
B43..	C549
B430.	C541-C549
B4300	C549
B4301	C543
B4302	C541
B4303	C542
B430z	C549
B431.	C540
B4310	C540
B431z	C540
B432.	C548
B43y.	C549
B43z.	C549
B44..	C578
B440.	C56X
B441.	C570
B442.	C571
B443.	C573
B444.	C572
B44y.	C574
B44z.	C574
B45..	C570-C579
B450.	C52X
B4500	C52X
B4501	C52X
B450z	C52X
B451.	C510
B4510	C510
B451z	C510
B452.	C511
B453.	C512
B454.	C519
B45X.	C578
B45y.	C577
B45y0	C518
B45z.	C579
B46..	C61X
B47..	C620-C629
B470.	C620
B4700	C620
B4701	C620
B4702	C620
B4703	C620
B470z	C620
B471.	C621
B4710	C621
B4711	C621
B471z	C621
B47z.	C629
B480.	C600
B481.	C601
B482.	C602
B483.	C609
B484.	C630
B485.	C631
B486.	C632
B487.	C608
B48y.	C637
B48y0	C637
B48y1	C637
B48y2	C638
B48yz	C639
B48z.	C639
B49..	C670-C679
B490.	C670
B491.	C671
B492.	C672
B493.	C673
B494.	C674
B495.	C675
B496.	C676
B497.	C677
B498.	C679
B49y.	C679
B49y0	C678
B49z.	C679
B4A..	C64X
B4A0.	C64X
B4A00	C64X
B4A1.	C65X
B4A10	C65X
B4A11	C65X
B4A1z	C65X
B4A2.	C66X
B4A3.	C680
B4A4.	C681
B4Ay.	C689
B4Ay0	C688
B4Az.	C689
B5...	C76-C80
B50..	C699
B500.	C699
B5000	C694
B5001	C694
B5002	C694
B5003	C694
B500z	C699
B501.	C696
B5010	C696
B5011	C696
B501z	C696
B502.	C695
B503.	C690
B504.	C691
B505.	C692
B506.	C693
B507.	C695
B5070	C695
B5071	C695
B507z	C695
B508.	C698
B509.	C699
B50y.	C699
B50z.	C699
B51..	C719
B510.	C710
B5100	C710
B5101	C710
B5102	C710
B5103	C710
B5104	C710
B5105	C710
B510z	C710
B511.	C711
B512.	C712
B5120	C712
B5121	C712
B512z	C712
B513.	C713
B514.	C714
B515.	C715
B5150	C715
B5151	C715
B515z	C715
B516.	C716
B517.	C717
B5170	C717
B5171	C717
B5172	C717
B5173	C717
B517z	C717
B51y.	C719
B51y0	C718
B51y1	C718
B51y2	C718
B51yz	C719
B51z.	C719
B52..	C729
B520.	C725
B5200	C722
B5201	C723
B5202	C724
B520z	C725
B521.	C700
B5210	C700
B5211	C700
B5212	C700
B521z	C700
B522.	C720
B523.	C701
B5230	C701
B5231	C701
B5232	C701
B523z	C701
B524.	C470-C479
B5240	C470
B5241	C471
B5242	C472
B5243	C473
B5244	C474
B5245	C475
B5246	C478
B524W	C479
B524X	C476
B525.	C721
B52W.	C728
B52X.	C709
B52y.	C729
B52z.	C729
B53..	C73X
B540.	C749
B5400	C740
B5401	C741
B540z	C749
B541.	C750
B542.	C759
B5420	C751
B5421	C752
B542z	C751
B543.	C753
B544.	C754
B545.	C755
B5450	C755
B5451	C755
B5452	C495
B545z	C755
B546.	C749
B54X.	C758
B54y.	C759
B54z.	C759
B55..	C76
B550.	C760
B5500	C760
B5501	C760
B5502	C760
B5503	C760
B5504	C760
B5505	C760
B550z	C760
B551.	C761
B5510	C761
B5511	C761
B5512	C761
B551z	C761
B552.	C762
B553.	C763
B5530	C763
B5531	C763
B5532	C763
B553z	C763
B554.	C764
B555.	C765
B55y.	C767
B55y0	C767
B55y1	C767
B55y2	C767
B55yz	C767
B55z.	C767
B56..	C779
B560.	C770
B5600	C770
B5601	C770
B5602	C770
B5603	C770
B5604	C770
B5605	C770
B5606	C770
B5607	C770
B5608	C770
B5609	C770
B560z	C770
B561.	C771
B5610	C771
B5611	C771
B5612	C771
B5613	C771
B5614	C771
B5615	C771
B5616	C771
B5617	C771
B5618	C771
B5619	C771
B561z	C771
B562.	C772
B5620	C772
B5621	C772
B5622	C772
B5623	C772
B5624	C772
B562z	C772
B563.	C773
B5630	C773
B5631	C773
B5632	C773
B5633	C773
B563z	C773
B564.	C774
B5640	C774
B5641	C774
B5642	C774
B564z	C774
B565.	C775
B5650	C775
B5651	C775
B5652	C775
B5653	C775
B5654	C775
B565z	C775
B56y.	C778
B56z.	C779
B57..	C780-C788
B570.	C780
B571.	C781
B572.	C782
B573.	C783
B574.	C784
B5740	C784
B5741	C784
B5742	C784
B574z	C784
B575.	C785
B5750	C785
B5751	C785
B575z	C785
B576.	C786
B5760	C786
B5761	C786
B5762	C786
B576z	C786
B577.	C787
B5770	C787
B57y.	C788
B57z.	C788
B58..	C798
B580.	C790
B581.	C791
B5810	C791
B5811	C791
B5812	C791
B581z	C791
B582.	C792
B5820	C792
B5821	C792
B5822	C792
B5823	C792
B5824	C792
B5825	C792
B5826	C792
B582z	C792
B583.	C793
B5830	C793
B5831	C794
B5832	C793
B583z	C793
B584.	C794
B585.	C795
B5850	C795D M907A
B586.	C796
B587.	C797
B58y.	C798
B58y0	C798
B58y1	C798
B58y2	C798
B58y3	C798
B58y4	C798
B58y5	C798
B58y6	C798
B58y7	C798
B58y8	C798
B58y9	C798
B58yz	C798
B58z.	C798
B59..	C80
B590.	C799
B591.	C809
B592.	C97X
B592X	C468
B593.	C800
B594.	C799
B595.	C800
B59z.	C809
B59zX	C469
B5y..	C80
B5z..	C80
B600.	C833
B6000	C833
B6001	C833
B6002	C833
B6003	C833
B6004	C833
B6005	C833
B6006	C833
B6007	C833
B6008	C833
B600z	C833
B601.	C859
B6010	C859
B6011	C859
B6012	C859
B6013	C859
B6014	C859
B6015	C859
B6016	C859
B6017	C859
B6018	C859
B601z	C859
B602.	C837
B6020	C837
B6021	C837
B6022	C837
B6023	C837
B6024	C837
B6025	C837
B6026	C837
B6027	C837
B6028	C837
B602z	C837
B61..	C819
B610.	C810
B6100	C810
B6101	C810
B6102	C810
B6103	C810
B6104	C810
B6105	C810
B6106	C810
B6107	C810
B6108	C810
B610z	C810
B611.	C819
B6110	C819
B6111	C819
B6112	C819
B6113	C819
B6114	C819
B6115	C819
B6116	C819
B6117	C819
B6118	C819
B611z	C819
B612.	C813
B6120	C813
B6121	C813
B6122	C813
B6123	C813
B6124	C813
B6125	C813
B6126	C813
B6127	C813
B6128	C813
B612z	C813
B613.	C810
B6130	C810
B6131	C810
B6132	C810
B6133	C810
B6134	C810
B6135	C810
B6136	C810
B6137	C810
B6138	C810
B613z	C810
B614.	C811
B6140	C811
B6141	C811
B6142	C811
B6143	C811
B6144	C811
B6145	C811
B6146	C811
B6147	C811
B6148	C811
B614z	C811
B615.	C812
B6150	C812
B6151	C812
B6152	C812
B6153	C812
B6154	C812
B6155	C812
B6156	C812
B6157	C812
B6158	C812
B615z	C812
B616.	C813
B6160	C813
B6161	C813
B6162	C813
B6163	C813
B6164	C813
B6165	C813
B6166	C813
B6167	C813
B6168	C813
B616z	C813
B617.	C810
B618.	C811
B619.	C812
B61A.	C813
B61B.	C814
B61C.	C817
B61z.	C819
B61z0	C819
B61z1	C819
B61z2	C819
B61z3	C819
B61z4	C819
B61z5	C819
B61z6	C819
B61z7	C819
B61z8	C819
B61zz	C819
B620.	C829
B6200	C829
B6201	C829
B6202	C829
B6203	C829
B6204	C829
B6205	C829
B6206	C829
B6207	C829
B6208	C829
B620z	C829
B621.	C840
B6210	C840
B6211	C840
B6212	C840
B6213	C840
B6214	C840
B6215	C840
B6216	C840
B6217	C840
B6218	C840
B621z	C840
B622.	C841
B6220	C841
B6221	C841
B6222	C841
B6223	C841
B6224	C841
B6225	C841
B6226	C841
B6227	C841
B6228	C841
B622z	C841
B623.	C968
B6230	C968
B6231	C968
B6232	C968
B6233	C968
B6234	C968
B6235	C968
B6236	C968
B6237	C968
B6238	C968
B623z	C968
B624.	C914
B6240	C914
B6241	C914
B6242	C914
B6243	C914
B6244	C914
B6245	C914
B6246	C914
B6247	C914
B6248	C914
B624z	C914
B625.	C960
B6250	C960
B6251	C960
B6252	C960
B6253	C960
B6254	C960
B6255	C960
B6256	C960
B6257	C960
B6258	C960
B625z	C960
B626.	C962
B6260	C962
B6261	C962
B6262	C962
B6263	C962
B6264	C962
B6265	C962
B6266	C962
B6267	C962
B6268	C962
B626z	C962
B627.	C82-C85
B6270	C820
B6271	C821
B6272	C822
B6273	C830
B6274	C831
B6275	C859
B6276	C833
B6277	C835
B6278	C836
B6279	C884
B627A	C833
B627B	C827
B627C	C829
B627D	C833
B627E	C833
B627F	C884
B627G	C852
B627W	C851
B627X	C839
B628.	C829
B6280	C820
B6281	C821
B6282	C822
B6283	C823
B6284	C824
B6285	C825
B6286	C826
B6287	C827
B629.	C960
B62A.	C964
B62B.	C965
B62C.	C966
B62D.	C968
B62E.	C84-C86
B62E0	C849
B62E1	C846
B62E2	C847
B62E3	C848
B62E4	C860
B62E5	C861
B62E6	C862
B62E7	C863
B62E8	C864
B62E9	C865
B62EA	C866
B62Ew	C845
B62F.	C839
B62F0	C830
B62F1	C831
B62F2	C835
B62Fy	C838
B62x0	C844
B62x1	C844
B62x2	C844
B62x3	C969
B62x4	C860
B62x5	C883
B62x6	C968
B62xX	C845
B62y.	C859
B62y0	C859
B62y1	C859
B62y2	C859
B62y3	C859
B62y4	C859
B62y5	C859
B62y6	C859
B62y7	C859
B62y8	C969
B62yz	C859
B62z.	C969
B62z0	C969
B62z1	C969
B62z2	C969
B62z3	C969
B62z4	C969
B62z5	C969
B62z6	C969
B62z7	C969
B62z8	C969
B62zz	C969
B630.	C900
B6300	C902
B6301	C903
B6302	C903
B6303	C900
B6304	C903
B631.	C901
B63y.	C887
B63z.	C889
B64..	C919
B640.	C910
B6400	C918
B641.	C911
B6410	C911
B6411	C911
B6412	C911
B6413	C911
B642.	C919
B64y.	C917
B64y0	C919
B64y1	C913
B64y2	C915
B64y3	C913
B64y4	C916
B64y5	C915
B64yz	C917
B64z.	C919
B65..	C929
B650.	C920
B6500	C926
B6501	C928
B651.	C921
B6510	D475
B6511	C921
B6512	D471
B6513	C922
B651z	C921
B652.	C922
B653.	C923
B6530	C923
B6531	C923
B653z	C923
B654.	C920
B65y.	C927
B65y0	C929
B65y1	C924
B65yz	C927
B65z.	C929
B66..	C939
B660.	C930
B661.	C931
B662.	C939
B663.	C930
B66y.	C937
B66y0	C939
B66yz	C937
B66z.	C939
B67..	C947
B670.	C940
B671.	D45X
B672.	C942
B673.	C943
B674.	C944
B675.	C944
B676.	C940
B677.	C946
B67y.	C959
B67y0	C919
B67yz	C957
B67z.	C947
B68..	C959
B680.	C950
B681.	C951
B682.	C959
B68y.	C957
B68z.	C959
B690.	C925
B691.	C931
B692.	C925
B693.	C933
B6y..	C967
B6y0.	D471
B6y1.	D474
B6z..	C969
B6z0.	C463
B7...	D10-D36
B70..	D10
B700.	D100
B7001	D100
B7002	D100
B7003	D100
B7004	D100
B7005	D100
B7006	D100
B700z	D100
B701.	D101
B7010	D101
B7011	D101
B7012	D101
B7013	D101
B701z	D101
B702.	D11
B7020	D110
B7021	D117
B7022	D117
B7023	D119
B702z	D119
B703.	D102
B704.	D103
B7040	D103
B7041	D103
B7042	D103
B7043	D103
B7044	D103
B7045	D103
B7046	D103
B704z	D103
B705.	D104
B706.	D105
B7060	D105
B7061	D105
B7062	D105
B7063	D105
B7064	D105
B7065	D105
B706z	D105
B707.	D106
B7070	D106
B7071	D106
B7072	D106
B7073	D106
B707z	D106
B708.	D107
B7080	D107
B7081	D107
B7082	D107
B7083	D107
B708z	D107
B70X.	D109
B70z.	D10
B71..	D139
B710.	D130
B7101	D130
B7102	D130
B7103	D130
B710z	D130
B711.	D131
B7110	D131
B7111	D131
B7112	D131
B7113	D131
B7114	D131
B7115	D131
B711z	D131
B712.	D139
B7120	D132
B7121	D133
B7122	D133
B712z	D133
B713.	D126
B7130	D123
B7131	D123
B7132	D124
B7133	D125
B7134	D120
B7135	D121
B7136	D122
B7137	D123
B7138	D126
B7139	D120
B713z	D126
B714.	D129
