read_code	icd10_code
SM801	T611
SM80W	T619
SM80X	T612
SM81.	T620
SM82.	T621
SM8y.	T628
SM8z.	T629
SM9..	T659
SM90.	T650
SM900	T650
SM901	T573
SM90z	T650
SM91.	T651
SM92.	T539
SM920	T601
SM921	T601
SM922	T601
SM923	T601
SM92z	T539
SM93.	T600
SM930	T600
SM931	T600
SM932	T490
SM933	T600
SM934	T600
SM935	T600
SM93z	T600
SM94.	T609
SM95.	T639
SM950	T630
SM951	T631
SM952	T633
SM953	T634
SM954	T632
SM955	T634
SM956	T634
SM957	T633
SM958	T633
SM95z	T639
SM96.	T55X
SM97.	T64X
SM98.	T603
SM9A.	T604
SM9B.	T63
SM9B0	T635
SM9B1	T636
SM9C.	T653
SM9X.	T655
SM9y.	T658
SM9z.	T659
SMB..	T592
SMC..	T652
SMX..	T656
SMz..	T659
SN...	T66-T78
SN0..	T66X
SN00.	T66X
SN01.	T66X
SN02.	T889
SN0z.	T66X
SN1..	T68-T69
SN10.	T330
SN11.	T335
SN12.	T338
SN13.	T339
SN13S	T356
SN13T	T355
SN13U	T354
SN13V	T353
SN13W	T352
SN13X	T357
SN14.	T690
SN15.	T691
SN16.	T68X
SN17.	T33
SN170	T331
SN171	T332
SN172	T333
SN173	T334
SN174	T336
SN175	T337
SN176	T350
SN18.	T34
SN180	T340
SN181	T341
SN182	T342
SN183	T343
SN184	T344
SN185	T345
SN186	T346
SN187	T347
SN188	T348
SN189	T351
SN1y.	T698
SN1z.	T699
SN2..	T679
SN20.	T670
SN200	T670
SN201	T670
SN20z	T670
SN21.	T671
SN22.	T672
SN23.	T673
SN24.	T674
SN25.	T675
SN26.	T676
SN27.	T677
SN2y.	T678
SN2z.	T679
SN3..	T709
SN30.	T700
SN31.	T701
SN32.	T702
SN320	T702
SN321	T702
SN322	T702
SN32z	T702
SN33.	T703
SN330	T703
SN331	T703
SN332	T703
SN333	T703
SN33z	T703
SN34.	T708
SN3y.	T708
SN3z.	T709
SN4..	T758
SN40.	T750
SN400	T750
SN401	T750
SN40z	T750
SN41.	T751
SN410	T751
SN411	T751
SN412	T751
SN413	T751
SN41z	T751
SN42.	T730
SN420	T730
SN421	T730
SN42z	T730
SN43.	T731
SN430	T731
SN43z	T731
SN44.	T732
SN45.	T733
SN46.	T753
SN460	T753
SN461	T753
SN462	T753
SN46z	T753
SN47.	T71X
SN470	T71X
SN471	T71X
SN472	T71X
SN473	T71X
SN474	T71X
SN475	T71X
SN476	T71X
SN47z	T71X
SN48.	T754
SN480	T754
SN481	T754
SN482	T754
SN48z	T754
SN49.	T704
SN4A.	T752
SN4X.	T739
SN4y.	T758
SN4y0	T758
SN4yz	T758
SN4z.	T758
SN5..	T78
SN50.	T782
SN500	T780
SN501	T886
SN51.	T783
SN510	D841
SN511	D841
SN52.	T784
SN520	R068
SN53.	T784
SN530	T784
SN531	T784
SN532	T784
SN533	T784
SN54.	T882
SN55.	T749
SN550	T743
SN551	T749
SN552	T741
SN553	T741
SN554	T748
SN555	T741
SN556	T741+S099
SN55z	T749
SN56.	T74
SN560	T741
SN561	T741
SN562	T741
SN563	T741
SN564	T741
SN565	T743
SN56z	T749
SN57.	T74
SN570	T740
SN571	T742
SN572	T748
SN58.	T781
SN580	T781
SN581	T781
SN582	T781
SN583	T781
SN584	T781
SN585	T781
SN586	T781
SN587	T781
SN588	T781
SN589	T781
SN58A	T781
SN58B	T781
SN58C	Z910
SN59.	T639
SN590	T634
SN591	T639
SN592	T634
SN593	T634
SN594	T634
SN5A.	T781
SN5B.	Z910
SN5y.	T788
SN5y0	T883
SN5y1	T885
SN5yz	T789
SN5z.	T789
SNz..	T789
SP...	T80-T88
SP0..	T82-T87
SP00.	T829
SP000	T829
SP001	T821
SP002	T820
SP003	T822
SP004	T826
SP00z	T829
SP01.	T829
SP010	T829
SP011	T823
SP012	T823
SP013	T825
SP014	T825
SP015	T824
SP016	T825
SP017	T825
SP018	T825
SP019	T825
SP01A	T825
SP01z	T829
SP02.	T856
SP020	T856
SP021	T851
SP022	T851
SP023	T856
SP024	T850
SP02z	T856
SP03.	T830-T834
SP031	T830
SP032	T833
SP033	T830
SP034	T834
SP035	T832
SP036	T839
SP037	T831
SP038	T831
SP039	T833
SP03A	T833
SP04.	T840-T844
SP040	T843
SP041	T844
SP042	T844
SP043	T844
SP044	T841
SP045	T843
SP046	T844
SP047	T858
SP048	T858
SP049	T858
SP04a	T840
SP04A	T843
SP04B	T843
SP04C	T843
SP04D	T843
SP04E	T848
SP04F	T868
SP04G	T843
SP04H	T843
SP04J	T843
SP04K	T843
SP04L	T843
SP04M	T843
SP04N	T841
SP04P	T841
SP04Q	T841
SP04R	T888
SP04S	T888
SP04T	T842
SP04U	T842
SP04V	T842
SP04W	T840
SP04X	T840
SP04Y	T840
SP04z	T844
SP04Z	T840
SP05.	T856
SP050	T856
SP051	T855
SP052	T854
SP053	T856
SP054	T853
SP055	T852
SP056	T857
SP057	T859
SP058	T855
SP05z	T856
SP06.	T857
SP060	T845
SP061	T846
SP062	T846
SP063	T846
SP064	T847
SP065	T847
SP066	T847
SP067	T846
SP068	T846
SP069	T857
SP06A	T827
SP06B	T857
SP06C	T836
SP06D	T836
SP06E	T836
SP06F	T836
SP07.	T858
SP070	T858
SP071	T858
SP072	T858
SP073	T858
SP074	T858
SP075	T858
SP076	T828
SP077	T835
SP078	T836
SP079	T839
SP07A	T848
SP07B	T848
SP07C	T848
SP07D	T828
SP07E	T828
SP07F	T849
SP07G	T828
SP07H	T829
SP07J	T828
SP07K	T828
SP07L	T828
SP07M	T828
SP07N	I770
SP07P	T854
SP07Q	N390+Y846
SP07R	T838
SP07S	T838
SP07T	H598
SP07z	T858
SP08.	T869
SP080	T869
SP081	T869
SP082	T860
SP083	T861
SP084	T862
SP085	T863
SP086	T864
SP087	T860
SP088	T860
SP089	T868
SP08a	N280+Z940
SP08A	D479
SP08b	T861
SP08B	T868
SP08c	T861
SP08C	T861
SP08D	T861
SP08E	T861
SP08F	T861
SP08G	T861
SP08H	T861
SP08J	T861
SP08K	T861
SP08L	T861
SP08M	T861
SP08N	T861
SP08P	T861
SP08Q	T861
SP08R	T861
SP08S	T861
SP08T	T861
SP08V	T861
SP08W	T861
SP08X	T861
SP08Y	T861
SP08z	T869
SP08Z	N280+Z940
SP09.	T872
SP090	T872
SP091	T870
SP092	T870
SP093	T870
SP094	T870
SP095	T871
SP096	T871
SP09y	T872
SP09z	T872
SP0A.	T872
SP0A0	T870
SP0A1	T870
SP0A2	T870
SP0A3	T870
SP0A4	T870
SP0A5	T870
SP0A6	T871
SP0A7	T871
SP0A8	T871
SP0A9	T871
SP0AA	T871
SP0B.	T872
SP0B0	T870
SP0B1	T870
SP0B2	T870
SP0B3	T870
SP0B4	T870
SP0B5	T870
SP0B6	T871
SP0B7	T871
SP0B8	T871
SP0B9	T871
SP0BA	T871
SP0BB	T871
SP0C.	T868
SP0C0	T868
SP0C1	T868
SP0C2	T868
SP0C3	T813
SP0C4	T813
SP0C5	T813
SP0D.	N98
SP0D0	N980
SP0D1	N981
SP0D2	N982
SP0D3	N983
SP0DX	N989
SP0E.	T809
SP0E0	T808
SP0E1	T858
SP0F.	T808
SP0G.	T808
SP0H.	T809
SP0H0	T809
SP0z.	T819
SP10.	G97
SP100	G978
SP101	G978
SP102	G978
SP10z	G979
SP122	I802
SP12z	T817
SP13.	J95
SP130	J954
SP131	J690
SP132	J22X
SP13z	J959
SP14.	K91
SP140	K914
SP141	K918
SP142	K918
SP143	K918
SP144	K913
SP14z	K919
SP15.	N99
SP150	N995
SP151	N998
SP152	N990
SP153	N990
SP154	N990
SP155	N995
SP15z	N999
SP16.	T87
SP160	T876
SP161	T873
SP162	T874
SP163	T875
SP164	T876
SP165	T876
SP16z	T876
SP1z0	H590
SP1zz	T819
SP2..	T819
SP20.	T811
SP200	T811
SP201	T811+R572
SP202	T811
SP20z	T811
SP21.	T810
SP210	T810
SP211	T810
SP212	T810
SP213	T810
SP214	T810
SP22.	T812
SP220	T812
SP221	T812
SP222	T812
SP223	T812
SP224	M966
SP22X	M966
SP22z	T812
SP23.	T813
SP230	T813
SP231	T813
SP232	T818
SP233	T813
SP234	T828
SP23z	T813
SP24.	T815
SP240	T815
SP241	T815
SP242	T815
SP243	T815
SP24z	T815
SP25.	T814
SP250	T814
SP251	T814
SP252	T814
SP253	T814
SP254	T814
SP255	T814
SP256	T814
SP257	T814
SP258	T814+B956
SP25z	T814
SP26.	T818
SP27.	T816
SP270	T816
SP271	T816
SP27z	T816
SP28.	T818
SP2y.	T818
SP2y0	T818
SP2y1	T818
SP2y2	T818
SP2y3	T884
SP2y4	T818
SP2yz	T818
SP2z.	T819
SP3..	T889
SP30.	B080
SP31.	T817
SP310	T800
SP311	T817
SP32.	T817
SP320	T801
SP321	T801
SP322	T801
SP32z	T801
SP33.	T802
SP330	T802
SP331	T802
SP332	T802
SP333	T802
SP334	T880
SP335	T802
SP33z	T802
SP34.	T805
SP35.	T806
SP350	T806
SP351	T806
SP352	T806
SP353	T806
SP354	T806
SP35z	T806
SP36.	T803
SP37.	T804
SP38.	T808
SP380	T802+R572
SP38z	T809
SP3X.	T887
SP3y.	T888
SP3y0	T818
SP3y1	T818
SP3y2	T818
SP3y3	T818
SP3y4	T809
SP3y5	T809
SP3y6	T809
SP3y7	T809
SP3y8	T808
SP3y9	T808
SP3yz	T888
SP3z.	T889
SPz..	T889
SPz0.	U85X
SQ...	T01
SR...	T07
SR1..	T02
SR10.	T020
SR100	T020
SR101	T020
SR11.	T021
SR12.	T022
SR120	T022
SR121	T022
SR13.	T023
SR14.	T025
SR140	T025
SR141	T025
SR15.	T026
SR150	T026
SR151	T026
SR16.	T027
SR160	T027
SR161	T027
SR1z.	T029
SR1z0	T029
SR1z1	T029
SR2..	T03
SR20.	T030
SR21.	T031
SR22.	T032
SR23.	T033
SR24.	T034
SR3..	T04
SR30.	T040
SR31.	T044
SR32.	T047
SR4..	T05
SR40.	T050
SR41.	T053
SR42.	T051
SR43.	T054
SR44.	T056
SRy..	T06
SRy0.	T060
SRy1.	T063
SRy2.	T064
SRy3.	T065
SRz0.	T07X
SS...	T149
Syu0.	S00-S09
Syu00	S002
Syu01	S008
Syu02	S018
Syu03	S028
Syu04	S029
Syu05	S033
Syu06	S035
Syu07	S048
Syu08	S052
Syu09	S053
Syu0A	S054
Syu0B	S058
Syu0C	S059
Syu0D	S068
Syu0E	S069
Syu0F	S078
Syu0G	S079
Syu0H	S088
Syu0J	S089
Syu0K	S090
Syu0L	S098
Syu0M	S050
Syu1.	S10-S19
Syu10	S101
Syu11	S108
Syu12	S109
Syu13	S118
Syu14	S119
Syu15	S122
Syu16	S128
Syu17	S132
Syu18	S136
Syu19	S141
Syu1A	S146
Syu1B	S158
Syu1C	S159
Syu1D	S178
Syu1E	S179
Syu1F	S198
Syu2.	S20-S29
Syu20	S201
Syu21	S203
Syu22	S201
Syu23	S204
Syu24	S208
Syu25	S218
Syu26	S219
Syu27	S228
Syu28	S229
Syu29	S232
Syu2A	S235
Syu2B	S241
Syu2C	S245
Syu2D	S246
Syu2E	S258
Syu2F	S259
Syu2G	S268
Syu2H	S273
Syu2J	S278
Syu2K	S279
Syu2L	S298
Syu3.	S30-S39
Syu30	S308
Syu31	S309
Syu32	S315
Syu33	S318
Syu34	S328
Syu35	S333
Syu36	S337
Syu37	S399
Syu38	S341
Syu39	S348
Syu3A	S358
Syu3B	S359
Syu3C	S368
Syu3D	S369
Syu3E	S378
Syu3F	S379
Syu3G	S381
Syu3H	S383
Syu3K	S398
Syu3L	S399
Syu3M	S397
Syu4.	S40-S49
Syu40	S408
Syu41	S418
Syu42	S427
Syu43	S428
Syu44	S429
Syu45	S433
Syu46	S437
Syu47	S448
Syu48	S449
Syu49	S458
Syu4A	S459
Syu4B	S468
Syu4C	S469
Syu4D	S498
Syu4E	S499
Syu5.	S50-S59
Syu50	S501
Syu51	S508
Syu52	S518
Syu53	S528
Syu54	S529
Syu55	S548
Syu56	S549
Syu57	S558
Syu58	S559
Syu59	S562
Syu5A	S564
Syu5B	S565
Syu5C	S568
Syu5D	S578
Syu5E	S589
Syu5F	S598
Syu5G	S599
Syu6.	S60-S69
Syu60	S602
Syu61	S608
Syu62	S618
Syu63	S621
Syu64	S623
Syu65	S628
Syu66	S637
Syu67	S648
Syu68	S649
Syu69	S658
Syu6A	S659
Syu6B	S663
Syu6C	S665
Syu6D	S668
Syu6E	S669
Syu6F	S678
Syu6G	S682
Syu6H	S683
Syu6J	S688
Syu6K	S689
Syu6L	S698
Syu6M	S699
Syu7.	S70-S79
Syu70	S708
Syu71	S718
Syu72	S728
Syu73	S748
Syu74	S749
Syu75	S758
Syu76	S759
Syu77	S764
Syu78	S798
Syu8.	S80-S89
Syu80	S801
Syu81	S808
Syu82	S818
Syu83	S828
Syu84	S836
Syu85	S848
Syu86	S849
Syu87	S858
Syu88	S859
Syu89	S861
Syu8A	S868
Syu8B	S878
Syu8C	S898
Syu8D	S829
Syu8E	S869
Syu8F	S889
Syu9.	S90-S99
Syu90	S903
Syu91	S908
Syu92	S913
Syu93	S913
Syu94	S922
Syu95	S933
Syu96	S936
Syu97	S948
Syu98	S949
Syu99	S958
Syu9A	S959
Syu9B	S968
Syu9C	S969
Syu9D	S978
Syu9E	S982
Syu9F	S983
Syu9G	S998
SyuA.	T00-T07
SyuA0	T008
SyuA1	T018
SyuA2	T028
SyuA3	T038
SyuA4	T039
SyuA5	T048
SyuA6	T058
SyuA7	T068
SyuA8	T07X
SyuA9	T059
SyuAA	T061
SyuB.	T08-T14
SyuB0	T092
SyuB1	T098
SyuB2	T118
SyuB3	T132
SyuB4	T133
SyuB5	T134
SyuB6	T135
SyuB7	T138
SyuB8	T139
SyuB9	T140
SyuBA	T141
SyuBB	T142
SyuBC	T143
SyuBD	T144
SyuBE	T145
SyuBF	T146
SyuBG	T147
SyuBH	T148
SyuBJ	T095
SyuBK	T112
SyuBL	T113
SyuBM	T115
SyuBN	T119
SyuC.	T15-T19
SyuC0	T158
SyuC1	T178
SyuC2	T188
SyuC3	T198
SyuD.	T20-T32
SyuD0	T263
SyuD1	T268
SyuD2	T272
SyuD3	T276
SyuD4	T282
SyuD5	T284
SyuD6	T287
SyuD7	T289
SyuD8	T293
SyuD9	T297
SyuDA	T300
SyuDB	T304
SyuDC	T269
SyuDD	T273
SyuDE	T277
SyuE.	T33-T35
SyuE0	T339
SyuE1	T349
SyuE2	T357
SyuE3	T352
SyuE4	T353
SyuE5	T354
SyuE6	T355
SyuE7	T356
SyuF.	T36-T50
SyuF0	T368
SyuF1	T371
SyuF2	T372
SyuF3	T373
SyuF4	T378
SyuF5	T385
SyuF6	T386
SyuF7	T388
SyuF8	T389
SyuF9	T393
SyuFa	T490
SyuFA	T398
SyuFb	T498
SyuFB	T402
SyuFc	T509
SyuFC	T404
SyuFd	T414
SyuFD	T406
SyuFe	T446
SyuFE	T409
SyuFF	T412
SyuFG	T425
SyuFH	T426
SyuFJ	T428
SyuFK	T432
SyuFL	T435
SyuFM	T438
SyuFN	T441
SyuFP	T443
SyuFQ	T449
SyuFR	T458
SyuFS	T462
SyuFT	T465
SyuFU	T469
SyuFV	T471
SyuFW	T474
SyuFX	T478
SyuFY	T482
SyuFZ	T487
SyuG.	T51-T65
SyuG0	T518
SyuG1	T528
SyuG2	T536
SyuG3	T537
SyuG4	T541
SyuG5	T568
SyuG6	T578
SyuG7	T598
SyuG8	T602
SyuG9	T608
SyuGA	T612
SyuGB	T618
SyuGC	T622
SyuGD	T628
SyuGE	T636
SyuGF	T638
SyuGG	T64X
SyuGH	T656
SyuGJ	T658
SyuGK	T579
SyuGL	T619
SyuGM	T655
SyuH.	T66-T78
SyuH0	T678
SyuH1	T698
SyuH2	T702
SyuH3	T708
SyuH4	T738
SyuH5	T748
SyuH6	T758
SyuH7	T781
SyuH8	T788
SyuH9	T739
SyuJ.	T798
SyuJ0	T793
SyuJ1	T798
SyuK.	T80-T88
SyuK0	T806
SyuK1	T808
SyuK2	T818
SyuK3	T823
SyuK4	T825
SyuK5	T827
SyuK6	T828
SyuK7	T829
SyuK8	T831
SyuK9	T834
SyuKA	T838
SyuKB	T843
SyuKC	T844
SyuKD	T847
SyuKE	T848
SyuKF	T853
SyuKG	T856
SyuKH	T857
SyuKJ	T858
SyuKK	T868
SyuKL	T872
SyuKM	T876
SyuKN	T881
SyuKP	T885
SyuKQ	T888
SyuKR	T842
SyuKS	T887
SyuL.	T90-T98
SyuL0	T908
SyuL1	T912
SyuL2	T918
SyuL3	T928
SyuL4	T932
SyuL5	T938
SyuL6	T941
SyuL7	T954
SyuL8	T958
SyuL9	T981
SyuLA	T983
SyuLB	T909
SyuLC	T919
SyuLD	T929
SyuLE	T939
U....	V01-Y98
U0...	V01-V99
U00..	V099
U000.	V01
U0000	V010
U0001	V011
U000z	V019
U001.	V02
U0010	V020
U0011	V021
U001z	V029
U002.	V03
U0020	V030
U0021	V031
U002z	V039
U003.	V04
U0030	V040
U0031	V041
U003z	V049
U004.	V05
U0040	V050
U0041	V051
U004z	V059
U005.	V06
U0050	V060
U0051	V061
U005z	V069
U00z.	V09
U00z0	V090
U00z1	V091
U00z2	V092
U00z3	V093
U00zz	V099
U01..	V199
U010.	V10
U0100	V100
U0101	V101
U0102	V102
U0103	V103
U0104	V104
U0105	V105
U010z	V109
U011.	V11
U0110	V110
U0111	V111
U0112	V112
U0113	V113
U0114	V114
U0115	V115
U011z	V119
U012.	V12
U0120	V120
U0121	V121
U0122	V122
U0123	V123
U0124	V124
U0125	V125
U012z	V129
U013.	V13
U0130	V130
U0131	V131
U0132	V132
U0133	V133
U0134	V134
U0135	V135
U013z	V139
U014.	V14
U0140	V140
U0141	V141
U0142	V142
U0143	V143
U0144	V144
U0145	V145
U014z	V149
U015.	V15
U0150	V150
U0151	V151
U0152	V152
U0153	V153
U0154	V154
U0155	V155
U015z	V159
U016.	V16
U0160	V160
U0161	V161
U0162	V162
U0163	V163
U0164	V164
U0165	V165
U016z	V169
U017.	V17
U0170	V170
U0171	V171
U0172	V172
U0173	V173
U0174	V174
U0175	V175
U017z	V179
U018.	V18
U0180	V180
U0181	V181
U0182	V182
U0183	V183
U0184	V184
U0185	V185
U018z	V189
U01z.	V19
U01z0	V190
U01z1	V191
U01z2	V192
U01z3	V193
U01z4	V194
U01z5	V195
U01z6	V196
U01z8	V198
U01zz	V199
U02..	V299
U020.	V20
U0200	V200
U0201	V201
U0202	V202
U0203	V203
U0204	V204
U0205	V205
U020z	V209
U021.	V21
U0210	V210
U0211	V211
U0212	V212
U0213	V213
U0214	V214
U0215	V215
U021z	V219
U022.	V22
U0220	V220
U0221	V221
U0222	V222
U0223	V223
U0224	V224
U0225	V225
U022z	V229
U023.	V23
U0230	V230
U0231	V231
U0232	V232
U0233	V233
U0234	V234
U0235	V235
U023z	V239
U024.	V24
U0240	V240
U0241	V241
U0242	V242
U0243	V243
U0244	V244
U0245	V245
U024z	V249
U025.	V25
U0250	V250
U0251	V251
U0252	V252
U0253	V253
U0254	V254
U0255	V255
U025z	V259
U026.	V26
U0260	V260
U0261	V261
U0262	V262
U0263	V263
U0264	V264
U0265	V265
U026z	V269
U027.	V27
U0270	V270
U0271	V271
U0272	V272
U0273	V273
U0274	V274
U0275	V275
U027z	V279
U028.	V28
U0280	V280
U0281	V281
U0282	V282
U0283	V283
U0284	V284
U0285	V285
U028z	V289
U02z.	V29
U02z0	V290
U02z1	V291
U02z2	V292
U02z3	V293
U02z4	V294
U02z5	V295
U02z6	V296
U02z8	V298
U02zz	V299
U03..	V399
U030.	V30
U0300	V300
U0301	V301
U0302	V302
U0303	V303
U0304	V304
U0305	V305
U0306	V306
U0307	V307
U030z	V309
U031.	V31
U0310	V310
U0311	V311
U0312	V312
U0313	V313
U0314	V314
U0315	V315
U0316	V316
U0317	V317
U031z	V319
U032.	V32
U0320	V320
U0321	V321
U0322	V322
U0323	V323
U0324	V324
U0325	V325
U0326	V326
U0327	V327
U032z	V329
U033.	V33
U0330	V330
U0331	V331
U0332	V332
U0333	V333
U0334	V334
U0335	V335
U0336	V336
U0337	V337
U033z	V339
U034.	V34
U0340	V340
U0341	V341
U0342	V342
U0343	V343
U0344	V344
U0345	V345
U0346	V346
U0347	V347
U034z	V349
U035.	V35
U0350	V350
U0351	V351
U0352	V352
U0353	V353
U0354	V354
U0355	V355
U0356	V356
U0357	V357
U035z	V359
U036.	V36
U0360	V360
U0361	V361
U0362	V362
U0363	V363
U0364	V364
U0365	V365
U0366	V366
U0367	V367
U036z	V369
U037.	V37
U0370	V370
U0371	V371
U0372	V372
U0373	V373
U0374	V374
U0375	V375
U0376	V376
U0377	V377
U037z	V379
U038.	V38
U0380	V380
U0381	V381
U0382	V382
U0383	V383
U0384	V384
U0385	V385
U0386	V386
U0387	V387
U038z	V389
U03z.	V39
U03z0	V390
U03z1	V391
U03z2	V392
U03z3	V393
U03z4	V394
U03z5	V395
U03z6	V396
U03z8	V398
U03zz	V399
U04..	V499
U040.	V40
U0400	V400
U0401	V401
U0402	V402
U0403	V403
U0404	V404
U0405	V405
U0406	V406
U0407	V407
U040z	V409
U041.	V419
U0410	V410
U0411	V411
U0412	V412
U0413	V413
U0414	V414
U0415	V415
U0416	V416
U0417	V417
U041z	V419
U042.	V42
U0420	V420
U0421	V421
U0422	V422
U0423	V423
U0424	V424
U0425	V425
U0426	V426
U0427	V427
U042z	V429
U043.	V43
U0430	V430
U0431	V431
U0432	V432
U0433	V433
U0434	V434
U0435	V435
U0436	V436
U0437	V437
U043z	V439
U044.	V44
U0440	V440
U0441	V441
U0442	V442
U0443	V443
U0444	V444
U0445	V445
U0446	V446
U0447	V447
U044z	V449
U045.	V45
U0450	V450
U0451	V451
U0452	V452
U0453	V453
U0454	V454
U0455	V455
U0456	V456
U0457	V457
U045z	V459
U046.	V46
U0460	V460
U0461	V461
U0462	V462
U0463	V463
U0464	V464
U0465	V465
U0466	V466
U0467	V467
U046z	V469
U047.	V47
U0470	V470
U0471	V471
U0472	V472
U0473	V473
U0474	V474
U0475	V475
U0476	V476
U0477	V477
U047z	V479
U048.	V48
U0480	V480
U0481	V481
U0482	V482
U0483	V483
U0484	V484
U0485	V485
U0486	V486
U0487	V487
U048z	V489
U04z.	V49
U04z0	V490
U04z1	V491
U04z2	V492
U04z3	V493
U04z4	V494
U04z5	V495
U04z6	V496
U04z8	V498
U04zz	V499
U05..	V599
U050.	V50
U0500	V500
U0501	V501
U0502	V502
U0503	V503
U0504	V504
U0505	V505
U0506	V506
U0507	V507
U050z	V509
U051.	V51
U0510	V510
U0511	V511
U0512	V512
U0513	V513
U0514	V514
U0515	V515
U0516	V516
U0517	V517
U051z	V519
U052.	V52
U0520	V520
U0521	V521
U0522	V522
U0523	V523
U0524	V524
U0525	V525
U0526	V526
U0527	V527
U052z	V529
U053.	V53
U0530	V530
U0531	V531
U0532	V532
U0533	V533
U0534	V534
U0535	V535
U0536	V536
U0537	V537
U053z	V539
U054.	V54
U0540	V540
U0541	V541
U0542	V542
U0543	V543
U0544	V544
U0545	V545
U0546	V546
U0547	V547
U054z	V549
U055.	V55
U0550	V550
U0551	V551
U0552	V552
U0553	V553
U0554	V554
U0555	V555
U0556	V556
U0557	V557
U055z	V559
U056.	V56
U0560	V560
U0561	V561
U0562	V562
U0563	V563
U0564	V564
U0565	V565
U0566	V566
U0567	V567
U056z	V569
U057.	V57
U0570	V570
U0571	V571
U0572	V572
U0573	V573
U0574	V574
U0575	V575
U0576	V576
U0577	V577
U057z	V579
U058.	V58
U0580	V580
U0581	V581
U0582	V582
U0583	V583
U0584	V584
U0585	V585
U0586	V586
U0587	V587
U058z	V589
U05z.	V59
U05z0	V590
U05z1	V591
U05z2	V592
U05z3	V593
U05z4	V594
U05z5	V595
U05z6	V596
U05z8	V598
U05zz	V599
U06..	V699
U060.	V60
U0600	V600
U0601	V601
U0602	V602
U0603	V603
U0604	V604
U0605	V605
U0606	V606
U0607	V607
U060z	V609
U061.	V61
U0610	V610
U0611	V611
U0612	V612
U0613	V613
U0614	V614
U0615	V615
U0616	V616
U0617	V617
U061z	V619
U062.	V62
U0620	V620
U0621	V621
U0622	V622
U0623	V623
U0624	V624
U0625	V625
U0626	V626
U0627	V627
U062z	V629
U063.	V63
U0630	V630
U0631	V631
U0632	V632
U0633	V633
U0634	V634
U0635	V635
U0636	V636
U0637	V637
U063z	V639
U064.	V64
U0640	V640
U0641	V641
U0642	V642
U0643	V643
U0644	V644
U0645	V645
U0646	V646
U0647	V647
U064z	V649
U065.	V65
U0650	V650
U0651	V651
U0652	V652
U0653	V653
U0654	V654
U0655	V655
U0656	V656
U0657	V657
U065z	V659
U066.	V66
U0660	V660
U0661	V661
U0662	V662
U0663	V663
U0664	V664
U0665	V665
U0666	V666
U0667	V667
U066z	V669
U067.	V67
U0670	V670
U0671	V671
U0672	V672
U0673	V673
U0674	V674
U0675	V675
U0676	V676
U0677	V677
U067z	V679
U068.	V68
U0680	V680
U0681	V681
U0682	V682
U0683	V683
U0684	V684
U0685	V685
U0686	V686
U0687	V687
U068z	V689
U06z.	V69
U06z0	V690
U06z1	V691
U06z2	V692
U06z3	V693
U06z4	V694
U06z5	V695
U06z6	V696
U06z8	V698
U06zz	V699
U07..	V799
U070.	V70
U0700	V700
U0701	V701
U0702	V702
U0703	V703
U0704	V704
U0705	V705
U0706	V706
U0707	V707
U070z	V709
U071.	V71
U0710	V710
U0711	V711
U0712	V712
U0713	V713
U0714	V714
U0715	V715
U0716	V716
U0717	V717
U071z	V719
U072.	V72
U0720	V720
U0721	V721
U0722	V722
U0723	V723
U0724	V724
U0725	V725
U0726	V726
U0727	V727
U072z	V729
U073.	V73
U0730	V730
U0731	V731
U0732	V732
U0733	V733
U0734	V734
U0735	V735
U0736	V736
U0737	V737
U073z	V739
U074.	V74
U0740	V740
U0741	V741
U0742	V742
U0743	V743
U0744	V744
U0745	V745
U0746	V746
U0747	V747
U074z	V749
U075.	V75
U0750	V750
U0751	V751
U0752	V752
U0753	V753
U0754	V754
U0755	V755
U0756	V756
U0757	V757
U075z	V759
U076.	V76
U0760	V760
U0761	V761
U0762	V762
U0763	V763
U0764	V764
U0765	V765
U0766	V766
U0767	V767
U076z	V769
U077.	V77
U0770	V770
U0771	V771
U0772	V772
U0773	V773
U0774	V774
U0775	V775
U0776	V776
U0777	V777
U077z	V779
U078.	V78
U0780	V780
U0781	V781
U0782	V782
U0783	V783
U0784	V784
U0785	V785
U0786	V786
U0787	V787
U078z	V789
U07z.	V79
U07z0	V790
U07z1	V791
U07z2	V792
U07z3	V793
U07z4	V794
U07z5	V795
U07z6	V796
U07z8	V798
U07zz	V799
U08..	V80-V89
U080.	V80
U0800	V800
U0801	V801
U0802	V802
U0803	V803
U0804	V804
U0805	V805
U0806	V806
U0807	V807
U0808	V808
U080z	V809
U081.	V81
U0810	V810
U0811	V811
U0812	V812
U0813	V813
U0814	V814
U0815	V815
U0816	V816
U0817	V817
U0818	V818
U081z	V819
U082.	V82
U0820	V820
U0821	V821
U0822	V822
U0823	V823
U0824	V824
U0825	V825
U0826	V826
U0827	V827
U0828	V828
U082z	V829
U083.	V83
U0830	V830
U0831	V831
U0832	V832
U0833	V833
U0834	V834
U0835	V835
U0836	V836
U0837	V837
U083z	V839
U084.	V84
U0840	V840
U0841	V841
U0842	V842
U0843	V843
U0844	V844
U0845	V845
U0846	V846
U0847	V847
U084z	V849
U085.	V85
U0850	V850
U0851	V851
U0852	V852
U0853	V853
U0854	V854
U0855	V855
U0856	V856
U0857	V857
U085z	V859
U086.	V86
U0860	V860
U0861	V861
U0862	V862
U0863	V863
U0864	V864
U0865	V865
U0866	V866
U0867	V867
U086z	V869
U087.	V87
